,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,fecha_ingreso_alumno,anio_plan_estudios
369,FCEQN,FCEQN-5696,105,N,1,P,12/20/2014,2004.0
370,FCEQN,FCEQN-5698,170,S,1.0,A,04/27/2011,2004.0
371,FCEQN,FCEQN-5699,101,N,0.0,P,12/22/2007,2014.0
372,FCEQN,FCEQN-5703,111,N,1.0,A,02/10/2013,2003.0
373,FCEQN,FCEQN-5704,104,N,1,P,04/19/2010,2003.0
374,FCEQN,FCEQN-5705,,N,1.0,A,02/02/2013,2014.0
375,FCEQN,FCEQN-5706,,S,1.0,A,12/01/2013,2004.0
376,FCEQN,FCEQN-5707,105,S,0.0,A,11/04/2013,2014.0
377,FCEQN,FCEQN-5709,102,S,0.0,P,02/04/2012,2007.0
378,FCEQN,FCEQN-5711,601,S,0,A,11/29/2011,2011.0
379,FCEQN,FCEQN-5712,SAC,S,2.0,A,03/09/2015,2005.0
380,FCEQN,FCEQN-5716,111,S,2,P,05/03/2015,2003.0
381,FCEQN,FCEQN-2334,105,S,0.0,P,03/09/1999,2011.0
382,FCEQN,FCEQN-5720,102,S,1.0,P,02/03/2013,2004.0
383,FCEQN,FCEQN-5725,106,N,2.0,A,12/30/2012,2010.0
384,FCEQN,FCEQN-5726,SAC,N,1.0,P,04/17/2012,2012.0
385,FCEQN,FCEQN-5727,114,N,1.0,P,12/07/2010,2004.0
386,FCEQN,FCEQN-5728,101,S,2.0,A,04/11/2015,2000.0
387,FCEQN,FCEQN-5729,,N,1.0,P,04/26/2011,2014.0
388,FCEQN,FCEQN-5734,147,S,0.0,A,11/25/2012,2003.0
389,FCEQN,FCEQN-5735,170,S,2,P,03/26/2011,2010.0
390,FCEQN,FCEQN-5738,108,S,1.0,P,03/26/2013,2008.0
391,FCEQN,FCEQN-5741,105,S,1.0,A,03/26/2014,2004.0
392,FCEQN,FCEQN-5743,143,N,1,P,12/16/2013,2007.0
393,FCEQN,FCEQN-5745,101,S,0.0,A,03/04/2007,2012.0
394,FCEQN,FCEQN-5748,314,N,2,P,04/06/2009,2003.0
395,FCEQN,FCEQN-5385,106,N,1.0,A,12/04/2006,2011.0
396,FCEQN,FCEQN-5749,143,S,2.0,A,12/13/2010,2010.0
397,FCEQN,FCEQN-5757,101,S,1.0,P,12/17/2012,
398,FCEQN,FCEQN-5761,600,S,2.0,A,04/30/2014,2005.0
399,FCEQN,FCEQN-5762,114,S,1.0,A,01/30/2011,2007.0
400,FCEQN,FCEQN-5766,105,S,1,P,04/06/2009,2014.0
401,FCEQN,FCEQN-5767,111,S,1.0,A,04/12/2011,2010.0
402,FCEQN,FCEQN-5367,111,N,2.0,A,05/15/2011,2010.0
403,FCEQN,989,108,N,1.0,P,02/19/2014,2008.0
404,FCEQN,FCEQN-5773,170,S,1.0,P,12/16/2009,2003.0
405,FCEQN,FCEQN-5168,106,S,1.0,P,02/19/2012,2012.0
406,FCEQN,FCEQN-5774,108,S,1.0,P,03/05/2013,2014.0
407,FCEQN,FCEQN-5775,101,N,1.0,P,02/12/2013,2009.0
408,FCEQN,FCEQN-5776,170,N,2.0,A,12/11/2013,2011.0
409,FCEQN,FCEQN-5576,,S,2.0,P,04/19/2014,2008.0
410,FCEQN,FCEQN-5624,147,S,2.0,A,11/27/2012,2008.0
411,FCEQN,FCEQN-4891,101,S,1.0,P,11/24/2013,2010.0
412,FCEQN,FCEQN-5782,102,N,2.0,A,12/04/2012,2003.0
413,FCEQN,FCEQN-5747,601,N,1.0,A,04/24/2004,2003.0
414,FCEQN,FCEQN-4621,104,N,1,P,06/08/2015,2006.0
415,FCEQN,FCEQN-5783,143,N,0.0,P,12/18/2007,2006.0
416,FCEQN,FCEQN-5392,600,S,0.0,A,04/14/2009,2000.0
417,FCEQN,FCEQN-5155,600,N,0.0,P,12/05/2011,2012.0
418,FCEQN,FCEQN-5281,102,N,0.0,A,04/23/2013,2005.0
419,FCEQN,FCEQN-5190,600,S,0.0,P,05/06/2013,2008.0
420,FCEQN,FCEQN-5784,,N,1,P,12/18/2007,2000.0
421,FCEQN,FCEQN-5417,108,N,0,A,12/13/2010,2003.0
422,FCEQN,FCEQN-5387,600,N,1,P,03/26/2013,2010.0
423,FCEQN,FCEQN-5572,103,N,2.0,A,04/06/2013,2009.0
424,FCEQN,FCEQN-5228,111,S,1.0,A,03/27/2013,2012.0
425,FCEQN,FCEQN-5489,172,S,2,P,12/12/2010,2006.0
426,FCEQN,FCEQN-5478,314,N,0.0,P,03/05/2013,2003.0
427,FCEQN,FCEQN-5792,601,S,1.0,P,12/03/2014,2014.0
428,FCEQN,FCEQN-5793,314,S,2.0,A,04/14/2012,2009.0
429,FCEQN,FCEQN-5456,SAC,S,1.0,A,04/23/2012,2014.0
430,FCEQN,FCEQN-5619,172,N,1.0,P,05/02/2012,2003.0
431,FCEQN,FCEQN-5723,170,S,0.0,A,02/28/2011,2011.0
432,FCEQN,FCEQN-5420,143,S,1.0,A,12/14/2013,
433,FCEQN,FCEQN-5467,103,S,2.0,A,05/03/2010,2010.0
434,FCEQN,FCEQN-5645,,N,1.0,A,08/23/2011,2007.0
435,FCEQN,FCEQN-5348,105,S,1.0,A,12/14/2011,2007.0
436,FCEQN,FCEQN-5722,170,S,2.0,A,12/09/2006,2003.0
437,FCEQN,FCEQN-5628,143,S,1.0,A,05/09/2005,2011.0
438,FCEQN,FCEQN-5166,114,S,2.0,P,02/19/2003,2009.0
439,FCEQN,FCEQN-5474,147,N,1.0,P,03/25/2014,2012.0
440,FCEQN,FCEQN-5799,114,N,2,P,12/18/2006,2011.0
441,FCEQN,FCEQN-5750,314,N,1.0,P,04/11/2015,2010.0
442,FCEQN,FCEQN-5472,600,N,1.0,P,06/08/2013,
443,FCEQN,FCEQN-5469,105,N,0.0,P,04/07/2015,2000.0
444,FCEQN,FCEQN-5800,114,N,1.0,P,03/26/2013,2000.0
445,FCEQN,FCEQN-5717,170,N,2.0,P,05/03/2010,2014.0
446,FCEQN,FCEQN-5245,104,S,1.0,A,04/06/2015,2004.0
447,FCEQN,FCEQN-5214,SAC,S,1.0,A,04/17/2013,2012.0
448,FCEQN,FCEQN-5730,601,S,0.0,A,12/22/2014,
449,FCEQN,FCEQN-5592,108,S,1.0,P,03/30/2013,2014.0
450,FCEQN,FCEQN-5694,114,S,0.0,A,06/06/2015,2008.0
451,FCEQN,FCEQN-5293,105,N,2.0,A,02/04/2015,2007.0
452,FCEQN,FCEQN-5483,,S,1.0,A,04/06/2009,2003.0
453,FCEQN,FCEQN-5279,143,N,0.0,P,03/11/2015,2005.0
454,FCEQN,1057,600,S,1.0,P,03/28/2015,
455,FCEQN,FCEQN-5198,314,S,1.0,P,01/31/2011,2004.0
456,FCEQN,FCEQN-5188,104,N,2,P,04/11/2012,2005.0
457,FCEQN,4996,111,N,2.0,P,04/18/2012,2014.0
458,FCEQN,FCEQN-5807,143,N,2,P,03/22/2014,2014.0
459,FCEQN,FCEQN-5169,143,S,2.0,A,05/07/2012,2000.0
460,FCEQN,FCEQN-5733,111,N,0.0,P,04/20/2010,2012.0
461,FCEQN,FCEQN-5808,172,N,1.0,P,12/17/2007,2007.0
462,FCEQN,FCEQN-5433,601,N,1.0,P,12/18/2007,2004.0
463,FCEQN,FCEQN-5697,600,N,0.0,A,12/16/2012,2008.0
464,FCEQN,FCEQN-5620,143,S,1.0,A,03/26/2014,2005.0
465,FCEQN,FCEQN-5765,314,N,0.0,P,03/12/2011,2006.0
466,FCEQN,FCEQN-5495,143,N,0.0,P,03/01/2010,2000.0
467,FCEQN,FCEQN-5390,102,S,2.0,P,04/11/2015,2014.0
468,FCEQN,FCEQN-5297,108,S,0.0,A,04/24/2010,2012.0
469,FCEQN,FCEQN-5295,111,N,2.0,A,04/14/2012,2010.0
470,FCEQN,FCEQN-5542,147,S,1.0,A,02/01/2011,
471,FCEQN,FCEQN-5659,,S,1.0,P,03/14/2012,2011.0
472,FCEQN,FCEQN-5233,172,N,2.0,P,12/27/2010,
473,FCEQN,FCEQN-5383,101,S,2.0,A,03/30/2015,2009.0
474,FCEQN,FCEQN-5195,,S,1.0,P,03/09/2013,2005.0
475,FCEQN,FCEQN-5398,SAC,N,1.0,A,02/04/2014,2009.0
476,FCEQN,FCEQN-5630,170,N,1.0,P,02/01/2011,2011.0
477,FCEQN,FCEQN-5391,170,S,2,P,12/28/2010,2008.0
478,FCEQN,FCEQN-5112,143,S,0.0,A,12/14/2014,2004.0
479,FCEQN,FCEQN-5649,108,N,2.0,P,02/01/2011,
480,FCEQN,FCEQN-5312,105,N,1.0,A,03/05/2014,2011.0
481,FCEQN,5863,170,N,1.0,A,03/14/2015,2009.0
482,FCEQN,60,104,N,2.0,P,03/11/2014,2003.0
483,FCEQN,309,108,N,1.0,P,02/28/2015,2011.0
484,FCEQN,428,143,S,0.0,A,12/10/2007,2008.0
485,FCEQN,775,102,S,0.0,A,04/23/2013,
486,FCEQN,1041,147,S,2.0,A,03/25/2013,2005.0
487,FCEQN,1568,SAC,S,2.0,A,03/18/2014,2012.0
488,FCEQN,3365,SAC,N,2,P,06/07/2011,2007.0
489,FCEQN,1963,600,S,1.0,A,04/04/2009,2004.0
490,FCEQN,2010,101,N,2.0,P,04/13/2013,2011.0
491,FCEQN,3138,105,N,0.0,P,03/09/2015,2010.0
492,FCEQN,3219,143,N,2.0,A,05/15/2010,2007.0
493,FCEQN,4319,114,S,0,A,02/02/2011,2009.0
494,FCEQN,4424,170,N,0,A,03/01/2011,2006.0
495,FCEQN,4470,SAC,S,0.0,P,02/12/2014,2000.0
496,FCEQN,4683,106,N,0.0,A,03/29/2009,2000.0
497,FCEQN,4687,172,N,1.0,A,12/02/2013,2008.0
498,FCEQN,4815,170,S,2.0,P,04/26/2014,2004.0
499,FCEQN,5103,111,N,1.0,A,12/15/2012,2008.0
500,FCEQN,5204,101,S,1.0,A,03/17/2013,2012.0
501,FCEQN,6697,111,N,2.0,P,03/26/2011,2010.0
502,FCEQN,6984,101,N,1,P,11/25/2012,2003.0
503,FCEQN,FCEQN-285,314,N,0.0,P,02/24/2015,2005.0
504,FCEQN,FCEQN-444,143,S,1.0,P,04/22/2012,2006.0
505,FCEQN,FCEQN-630,314,S,2.0,A,02/23/2014,2009.0
506,FCEQN,FCEQN-776,102,S,1.0,P,03/01/2000,2008.0
507,FCEQN,FCEQN-1555,114,N,0.0,P,03/26/2011,2004.0
508,FCEQN,FCEQN-1605,147,S,1.0,A,12/06/2010,2007.0
509,FCEQN,FCEQN-1652,104,N,2,P,03/08/2011,2012.0
510,FCEQN,FCEQN-1112,103,S,2.0,A,12/18/2010,2004.0
511,FCEQN,FCEQN-1173,101,S,2,P,03/01/1991,2003.0
512,FCEQN,FCEQN-1432,111,N,0.0,P,03/27/2011,2000.0
513,FCEQN,FCEQN-2298,601,S,0,A,12/05/2012,2006.0
514,FCEQN,FCEQN-2313,108,S,1.0,P,11/27/2012,2006.0
515,FCEQN,FCEQN-2462,147,N,2,P,03/29/2014,2014.0
516,FCEQN,FCEQN-2505,172,S,1.0,A,12/13/2010,
517,FCEQN,FCEQN-2614,147,N,0.0,P,12/17/2005,2007.0
518,FCEQN,FCEQN-2647,600,S,0.0,A,04/12/2011,2009.0
519,FCEQN,FCEQN-2721,172,N,0.0,P,03/11/2006,2000.0
520,FCEQN,FCEQN-2914,600,S,1.0,P,12/26/2010,2011.0
521,FCEQN,FCEQN-3074,314,S,1.0,A,12/12/2010,2009.0
522,FCEQN,FCEQN-3180,103,S,1,P,12/13/2014,2012.0
523,FCEQN,FCEQN-3311,111,N,1.0,A,12/04/2012,2012.0
524,FCEQN,FCEQN-3326,102,N,0.0,P,12/01/2013,2009.0
525,FCEQN,FCEQN-3458,170,S,1.0,A,05/02/2005,2009.0
526,FCEQN,FCEQN-3459,103,N,0.0,A,12/22/2012,2004.0
527,FCEQN,FCEQN-3536,600,S,1.0,P,12/04/2006,2007.0
528,FCEQN,FCEQN-3648,170,N,1.0,P,12/02/2014,2007.0
529,FCEQN,FCEQN-3667,103,N,0.0,A,05/09/2005,2012.0
530,FCEQN,FCEQN-3682,SAC,S,1,P,12/16/2007,
531,FCEQN,FCEQN-3684,103,S,0.0,A,02/11/2014,2014.0
532,FCEQN,FCEQN-3777,143,N,0,A,05/02/2005,2000.0
533,FCEQN,FCEQN-3793,314,S,1.0,A,12/09/2012,
534,FCEQN,FCEQN-3958,601,N,2,P,02/05/2014,2012.0
535,FCEQN,FCEQN-4120,106,N,1.0,A,04/30/2014,2008.0
536,FCEQN,FCEQN-4157,601,S,2.0,A,04/25/2015,2008.0
537,FCEQN,FCEQN-4173,101,S,1.0,P,05/02/2004,2000.0
538,FCEQN,FCEQN-4184,101,S,0.0,A,12/17/2011,2000.0
539,FCEQN,FCEQN-4193,102,S,0.0,A,04/05/2009,2003.0
540,FCEQN,FCEQN-4194,170,N,2.0,P,03/30/2014,2014.0
541,FCEQN,FCEQN-4206,102,N,1.0,P,02/16/2015,2004.0
542,FCEQN,FCEQN-4259,105,N,0.0,P,12/28/2014,2012.0
543,FCEQN,FCEQN-4281,147,N,2.0,P,05/16/2011,2007.0
544,FCEQN,FCEQN-4460,172,N,0.0,P,12/01/2007,2006.0
545,FCEQN,FCEQN-4582,103,S,1.0,P,05/07/2012,2007.0
546,FCEQN,FCEQN-4604,111,N,1.0,A,02/04/2006,2010.0
547,FCEQN,FCEQN-4620,103,S,2.0,P,12/10/2007,2010.0
548,FCEQN,FCEQN-4622,147,S,0.0,A,12/03/2014,2004.0
549,FCEQN,FCEQN-4682,103,N,1,P,03/26/2012,2014.0
550,FCEQN,FCEQN-4803,108,N,1,P,03/03/2007,2005.0
551,FCEQN,FCEQN-4808,,S,0.0,A,12/22/2012,2004.0
552,FCEQN,FCEQN-4832,SAC,N,1,P,02/04/2013,2004.0
553,FCEQN,FCEQN-4835,314,S,0.0,P,05/04/2015,2003.0
554,FCEQN,FCEQN-4877,314,S,2,P,02/14/1998,2014.0
555,FCEQN,FCEQN-4889,600,S,1.0,P,04/21/2010,2014.0
556,FCEQN,FCEQN-4906,106,S,2.0,P,04/23/2014,
557,FCEQN,FCEQN-4931,314,S,0.0,A,12/21/2014,
558,FCEQN,FCEQN-4936,,N,1.0,P,02/13/2011,2005.0
559,FCEQN,FCEQN-4956,108,S,0,A,02/12/2012,2005.0
560,FCEQN,FCEQN-4958,103,N,0.0,P,04/08/2014,2005.0
561,FCEQN,FCEQN-4964,114,N,2,P,12/05/2010,2009.0
562,FCEQN,FCEQN-4966,600,N,0.0,P,02/13/2013,2012.0
563,FCEQN,FCEQN-4988,103,S,1.0,A,12/15/2013,2006.0
564,FCEQN,FCEQN-4994,SAC,N,1.0,A,01/30/2012,2010.0
565,FCEQN,FCEQN-5001,105,S,1.0,A,03/13/2011,2008.0
566,FCEQN,FCEQN-5039,,S,1.0,P,05/03/2015,2014.0
567,FCEQN,FCEQN-5072,103,N,1.0,P,02/18/2012,2014.0
568,FCEQN,FCEQN-5076,172,S,2.0,P,05/15/2005,2012.0
569,FCEQN,FCEQN-5109,101,N,1.0,A,04/01/2013,2014.0
570,FCEQN,FCEQN-5125,170,N,0.0,P,12/05/2010,2010.0
571,FCEQN,FCEQN-5127,SAC,S,1.0,P,12/18/2011,2004.0
572,FCEQN,FCEQN-5132,314,N,1.0,A,12/14/2014,2012.0
573,FCEQN,FCEQN-5137,103,S,0,A,03/15/2015,2006.0
574,FCEQN,FCEQN-5142,111,S,1.0,A,04/20/2014,2010.0
575,FCEQN,FCEQN-5146,170,S,1.0,A,03/27/2011,2012.0
576,FCEQN,FCEQN-5147,106,S,2,P,02/08/2012,2008.0
577,FCEQN,FCEQN-5149,102,S,0,A,12/10/2014,2008.0
578,FCEQN,FCEQN-5151,101,S,1.0,A,02/11/2012,2005.0
579,FCEQN,FCEQN-5153,111,S,2.0,A,02/18/2013,2008.0
580,FCEQN,FCEQN-5156,106,N,1,P,04/23/2014,2012.0
581,FCEQN,FCEQN-5157,111,S,0,A,12/06/2005,2005.0
582,FCEQN,FCEQN-5158,114,S,0,A,04/17/2012,2007.0
583,FCEQN,FCEQN-5159,143,N,0.0,P,02/19/2012,2010.0
584,FCEQN,FCEQN-5172,108,S,1.0,P,04/05/2010,2014.0
585,FCEQN,FCEQN-5176,147,S,1.0,A,04/21/2010,2011.0
586,FCEQN,FCEQN-5178,601,S,2.0,A,02/22/2014,2011.0
587,FCEQN,FCEQN-5184,106,S,2.0,A,03/10/2014,2007.0
588,FCEQN,FCEQN-5186,114,N,1,P,04/28/2012,2012.0
589,FCEQN,FCEQN-5187,,N,2.0,A,03/11/2013,2003.0
590,FCEQN,FCEQN-5189,SAC,S,1.0,A,03/11/2015,2006.0
591,FCEQN,FCEQN-5191,104,S,0.0,P,12/02/2006,
592,FCEQN,FCEQN-5192,,N,0.0,P,11/24/2013,2014.0
593,FCEQN,FCEQN-5193,108,S,2.0,A,05/12/2012,
594,FCEQN,FCEQN-5194,170,N,0.0,P,12/11/2011,2006.0
595,FCEQN,FCEQN-5196,170,N,0.0,A,05/12/2012,2011.0
596,FCEQN,FCEQN-5204,170,N,0.0,P,12/20/2006,2008.0
597,FCEQN,FCEQN-5205,SAC,S,2,P,03/03/2015,2008.0
598,FCEQN,FCEQN-5210,106,N,1.0,A,12/22/2007,2005.0
599,FCEQN,FCEQN-5211,314,N,1.0,P,12/26/2005,2011.0
600,FCEQN,FCEQN-5212,,N,0.0,P,04/02/1994,
601,FCEQN,FCEQN-5215,103,N,1.0,P,05/19/1996,2010.0
602,FCEQN,FCEQN-5219,600,N,1,P,02/26/2014,2009.0
603,FCEQN,FCEQN-5224,105,N,0.0,P,03/28/2009,2014.0
604,FCEQN,FCEQN-5225,102,N,2.0,P,04/13/2009,2007.0
605,FCEQN,FCEQN-5226,314,S,2.0,A,03/11/2013,2008.0
606,FCEQN,FCEQN-5231,601,S,2.0,P,03/16/2013,2014.0
607,FCEQN,FCEQN-5232,108,N,0.0,P,03/27/2012,2005.0
608,FCEQN,FCEQN-5234,147,N,2.0,A,06/13/2005,2003.0
609,FCEQN,FCEQN-5237,SAC,S,1.0,A,03/28/2015,2011.0
610,FCEQN,FCEQN-5241,143,S,1.0,A,02/07/2011,2011.0
611,FCEQN,FCEQN-5242,170,S,1.0,A,02/04/2013,2010.0
612,FCEQN,FCEQN-5247,,S,0,A,12/10/2006,2004.0
613,FCEQN,FCEQN-5249,600,N,1.0,A,12/11/2012,2010.0
614,FCEQN,FCEQN-5253,114,S,1.0,P,03/01/2015,2014.0
615,FCEQN,FCEQN-5254,108,N,1.0,P,12/02/2006,2011.0
616,FCEQN,FCEQN-5258,SAC,N,2.0,P,05/14/2011,2008.0
617,FCEQN,FCEQN-5271,147,S,0.0,A,04/13/2011,2008.0
618,FCEQN,FCEQN-5274,SAC,S,1.0,P,02/09/2013,2004.0
619,FCEQN,FCEQN-5277,104,N,1.0,A,02/10/2013,2004.0
620,FCEQN,FCEQN-5289,143,N,2.0,P,04/10/2012,2003.0
621,FCEQN,FCEQN-5290,147,S,0.0,P,04/26/2011,2003.0
622,FCEQN,FCEQN-5291,104,S,2.0,P,03/26/2013,2012.0
623,FCEQN,FCEQN-5292,101,S,1.0,A,03/16/2014,2011.0
624,FCEQN,FCEQN-5299,108,S,2.0,A,03/22/2015,2008.0
625,FCEQN,FCEQN-5301,108,S,0.0,A,02/18/2014,2011.0
626,FCEQN,FCEQN-5303,314,S,2.0,A,04/04/2015,2007.0
627,FCEQN,FCEQN-5306,172,N,1,P,04/05/2010,2009.0
628,FCEQN,FCEQN-5309,,N,1,P,02/22/2014,2006.0
629,FCEQN,FCEQN-5316,172,S,1.0,A,04/24/2010,2010.0
630,FCEQN,FCEQN-5321,147,S,1.0,P,05/11/2005,2003.0
631,FCEQN,FCEQN-5323,601,S,1.0,A,02/27/2012,2003.0
632,FCEQN,FCEQN-5326,114,N,1.0,A,11/26/2013,2006.0
633,FCEQN,FCEQN-5327,147,S,1.0,P,03/09/2015,
634,FCEQN,FCEQN-5328,108,N,1.0,A,12/20/2014,2011.0
635,FCEQN,FCEQN-5329,106,S,2,P,03/01/2011,2006.0
636,FCEQN,FCEQN-5330,SAC,N,1.0,P,03/11/2015,2005.0
637,FCEQN,FCEQN-5331,108,N,1,P,12/27/2010,2011.0
638,FCEQN,FCEQN-5332,111,S,0.0,A,02/25/2012,2011.0
639,FCEQN,FCEQN-5333,102,N,1.0,A,08/16/2006,2000.0
640,FCEQN,FCEQN-5334,111,S,1.0,P,03/15/2014,
641,FCEQN,FCEQN-5335,108,N,1,P,03/29/2015,2006.0
642,FCEQN,FCEQN-5336,172,S,0.0,P,04/07/2012,2005.0
643,FCEQN,FCEQN-5340,105,N,2.0,P,01/31/2011,2009.0
644,FCEQN,FCEQN-5342,103,N,2.0,P,02/08/2012,2011.0
645,FCEQN,FCEQN-5346,103,N,1.0,A,03/29/2009,2006.0
646,FCEQN,FCEQN-5347,108,S,2.0,A,12/15/2010,
647,FCEQN,FCEQN-5349,147,N,0.0,P,03/04/2012,2010.0
648,FCEQN,FCEQN-5350,104,N,1.0,P,03/02/2011,2007.0
649,FCEQN,FCEQN-5352,103,N,1,P,03/15/2015,
650,FCEQN,FCEQN-5353,102,N,0.0,P,03/14/2012,2003.0
651,FCEQN,FCEQN-5354,108,N,1.0,P,05/05/2015,2014.0
652,FCEQN,FCEQN-5355,108,S,0.0,A,02/08/2015,
653,FCEQN,FCEQN-5358,101,N,1.0,P,12/10/2012,2014.0
654,FCEQN,FCEQN-5359,172,S,2.0,P,04/11/2015,2005.0
655,FCEQN,FCEQN-5360,143,N,1.0,A,04/23/2013,2010.0
656,FCEQN,FCEQN-5362,314,S,1.0,P,04/05/2009,2006.0
657,FCEQN,FCEQN-5364,104,S,0.0,A,04/27/2011,2008.0
658,FCEQN,FCEQN-5365,103,S,0.0,P,03/09/1999,2006.0
659,FCEQN,FCEQN-5366,111,N,1.0,P,12/01/2010,2014.0
660,FCEQN,FCEQN-5369,111,S,0.0,P,06/08/2015,2003.0
661,FCEQN,FCEQN-5370,143,S,0.0,P,11/27/2011,2004.0
662,FCEQN,FCEQN-5371,106,N,1.0,P,04/22/2012,2007.0
663,FCEQN,FCEQN-5372,102,S,1.0,A,05/19/1996,2009.0
664,FCEQN,FCEQN-5378,106,S,0.0,A,04/15/2013,2007.0
665,FCEQN,FCEQN-5379,SAC,S,0.0,P,04/14/2013,2006.0
666,FCEQN,FCEQN-5382,,S,0.0,P,03/22/2014,2006.0
667,FCEQN,FCEQN-5384,105,N,2.0,A,03/03/2014,2012.0
668,FCEQN,FCEQN-5386,104,S,0,A,02/25/2014,2010.0
669,FCEQN,FCEQN-5389,172,N,1,P,03/10/2014,2005.0
670,FCEQN,FCEQN-5393,147,N,1.0,A,12/16/2006,2008.0
671,FCEQN,FCEQN-5394,170,N,1.0,P,04/13/2013,2009.0
672,FCEQN,FCEQN-5395,103,N,0.0,P,02/06/2013,2007.0
673,FCEQN,FCEQN-5396,170,N,1.0,P,05/06/2013,2005.0
674,FCEQN,FCEQN-5397,102,N,1,P,05/03/2014,2000.0
675,FCEQN,FCEQN-5401,314,S,1.0,A,03/09/2014,2004.0
676,FCEQN,FCEQN-5403,103,S,1,P,02/27/2012,2014.0
677,FCEQN,FCEQN-5404,108,N,1.0,P,02/08/2015,2000.0
678,FCEQN,FCEQN-5405,102,N,0.0,P,12/01/2012,
679,FCEQN,FCEQN-5407,114,N,1.0,P,12/13/2010,2009.0
680,FCEQN,FCEQN-5408,108,N,1.0,A,02/13/2012,2006.0
681,FCEQN,FCEQN-5409,147,S,1.0,A,02/13/2012,2000.0
682,FCEQN,FCEQN-5410,170,N,2.0,P,02/24/2014,
683,FCEQN,FCEQN-5411,105,N,2.0,P,01/31/2012,2003.0
684,FCEQN,FCEQN-5413,170,S,0,A,03/30/2009,
685,FCEQN,FCEQN-5418,104,S,1.0,P,04/21/2010,2011.0
686,FCEQN,FCEQN-5419,SAC,S,1.0,P,05/02/2011,2005.0
687,FCEQN,FCEQN-5422,104,N,1.0,A,04/09/2014,2000.0
688,FCEQN,FCEQN-5426,147,N,0.0,P,05/03/2010,
689,FCEQN,FCEQN-5427,143,N,1.0,P,12/09/2013,
690,FCEQN,FCEQN-5430,108,N,0,A,02/12/2013,2003.0
691,FCEQN,FCEQN-5431,600,S,2.0,P,12/04/2012,2005.0
692,FCEQN,FCEQN-5432,114,N,1,P,04/19/2014,2003.0
693,FCEQN,FCEQN-5437,102,S,2.0,A,05/03/2010,2000.0
694,FCEQN,FCEQN-5438,147,N,1,P,02/03/2014,2010.0
695,FCEQN,FCEQN-5439,114,S,1.0,P,03/13/2012,2012.0
696,FCEQN,FCEQN-5441,172,N,2.0,P,04/10/2012,
697,FCEQN,FCEQN-5443,105,S,2.0,A,03/11/2015,2010.0
698,FCEQN,FCEQN-5448,111,S,2.0,A,12/18/2007,2004.0
699,FCEQN,FCEQN-5450,104,S,2.0,A,02/03/2013,2008.0
700,FCEQN,FCEQN-5451,172,N,2.0,P,03/25/2012,2007.0
701,FCEQN,FCEQN-5454,143,S,1.0,A,11/29/2011,
702,FCEQN,FCEQN-5458,147,S,1.0,P,03/03/2015,2009.0
703,FCEQN,FCEQN-5459,170,S,1.0,A,02/25/2007,2005.0
704,FCEQN,FCEQN-5461,SAC,N,1.0,A,12/03/2011,2012.0
705,FCEQN,FCEQN-5462,314,S,0.0,P,04/23/2011,2011.0
706,FCEQN,FCEQN-5465,102,S,1.0,P,03/25/2013,2006.0
707,FCEQN,FCEQN-5466,101,N,1.0,P,12/04/2007,2003.0
708,FCEQN,FCEQN-5476,,N,1,P,04/03/2012,2014.0
709,FCEQN,FCEQN-5477,314,S,2,P,11/29/2010,2009.0
710,FCEQN,FCEQN-5482,172,N,0.0,P,02/27/2011,2014.0
711,FCEQN,FCEQN-5486,101,S,1.0,P,03/05/2011,2010.0
712,FCEQN,FCEQN-5488,172,S,1.0,P,12/30/2012,2003.0
713,FCEQN,FCEQN-5490,101,N,2.0,P,12/18/2010,2008.0
714,FCEQN,FCEQN-5491,600,S,2.0,A,02/19/2014,
715,FCEQN,FCEQN-5493,114,S,2.0,A,03/30/2009,2014.0
716,FCEQN,FCEQN-5494,103,N,1.0,A,07/03/2013,2006.0
717,FCEQN,FCEQN-5498,601,S,2.0,P,02/24/2015,2003.0
718,FCEQN,FCEQN-5500,102,S,1,P,04/11/2012,2005.0
719,FCEQN,FCEQN-5505,114,N,0.0,A,03/30/2009,2005.0
720,FCEQN,FCEQN-5508,108,N,1.0,A,11/28/2011,2004.0
721,FCEQN,FCEQN-5509,314,S,0.0,A,04/17/2011,2008.0
722,FCEQN,FCEQN-5510,104,S,0,A,04/14/2013,2011.0
723,FCEQN,FCEQN-5511,101,N,2.0,P,02/03/2014,2006.0
724,FCEQN,FCEQN-5512,104,S,0.0,P,11/26/2012,2003.0
725,FCEQN,FCEQN-5514,170,N,2.0,A,12/15/2012,2014.0
726,FCEQN,FCEQN-5516,103,S,0.0,A,03/25/2013,2004.0
727,FCEQN,FCEQN-5517,103,N,1.0,A,12/02/2014,2010.0
728,FCEQN,FCEQN-5518,,N,1.0,P,03/01/2010,2004.0
729,FCEQN,FCEQN-5519,106,S,1.0,P,02/07/2006,2010.0
730,FCEQN,FCEQN-5527,111,S,2.0,A,11/04/2013,
731,FCEQN,FCEQN-5528,147,S,1.0,A,04/05/2014,2004.0
732,FCEQN,FCEQN-5531,600,S,1.0,P,02/14/1998,2006.0
733,FCEQN,FCEQN-5533,102,S,1.0,A,05/06/2013,2014.0
734,FCEQN,FCEQN-5535,108,S,0.0,A,12/27/2014,2003.0
735,FCEQN,FCEQN-5537,114,N,1.0,P,12/01/2012,2014.0
